year,CP,estimation_method,estimation_method_detailed,fd_pc,fd_2WMV,fd_Car,fd_Bus,fd_lgv,fd_HGVR2,fd_HGVR3,fd_HGVR4,fd_hgva3,fd_hgva5,fd_hgva6,fd_hgv,fd_all_mv
2016,1122,Estimated,Estimated using previous year's AADF on this link,6,6,122,3,31,6,1.13,1.46,0.38,0.49,0.85,6,168
2016,1124,Estimated,Estimated using previous year's AADF on this link,26,55,647,51,127,7,1,4.88,1.96,1.77,4,13,892
2016,1125,Estimated,Estimated using previous year's AADF on this link,5,8,428,25,61,16,19,8.8,2.8,4.02,5.62,34,557
2016,1128,Estimated,Estimated using previous year's AADF on this link,7,14,190,13.12,17,24,8,4,2,1,3,42,263
2016,1129,Estimated,Estimated using previous year's AADF on this link,8,13,956,16,245,51,9,15,2,3,4,84,1314
2016,1130,Estimated,Estimated using previous year's AADF on this link,13,17,580,29,103,35,8,4,1.55,2,3,53,781
2016,1131,Estimated,Estimated using previous year's AADF on this link,8,33,2526,132,688,109,46,13,3,12,23,207,3586
2016,1132,Estimated,Estimated using previous year's AADF on this link,21,22,1279,27,224,19,6,5.87,4.89,3,8,37,1589
2016,1133,Estimated,Estimated using previous year's AADF on this link,10,31,1090,36,135,24,7,3,1,1,7,42,1334
2016,1136,Estimated,Estimated using previous year's AADF on this link,7,21,116,7,47,4,3,1.37,0.36,0.55,1,7,198
2016,1138,Estimated,Estimated using previous year's AADF on this link,6,56,8841,88,1307,241,56,26,6,47,54,430,10722
2016,1139,Estimated,Estimated using previous year's AADF on this link,9.83,20.29,446,5.88,98,21,16,9,4.65,6,10,62,605
2016,1140,Estimated,Estimated using previous year's AADF on this link,7,13.09,695,11,81,3,3,2.43,4,2.09,1,12,799
2016,1141,Estimated,Estimated using previous year's AADF on this link,31,14,494,47,258,110,49,16,9,1,17.33,186,998
2016,1142,Estimated,Estimated using previous year's AADF on this link,9,9,5002,91,1006,124,119,315,25,25,47,654,6762
2016,1143,Estimated,Estimated using previous year's AADF on this link,11,25,9623,449,2003,348,68,59,12,29,43,559,12658
2016,1144,Estimated,Estimated using previous year's AADF on this link,1.85,4,259,9,122,10,1,1.24,1,3,4,20,414
2016,1145,Estimated,Estimated using previous year's AADF on this link,7,3,591,20,164,30,9,7,1,5,8.13,53,831
2016,1146,Counted,Automatic counter,3,74,895,20,225,34,6,1,3,5,11,61,1276
2016,1147,Estimated,Estimated using previous year's AADF on this link,6,27,612,32,80,5,1,2.63,1.92,3.43,4.12,7,758
2016,1148,Estimated,Estimated using previous year's AADF on this link,8,87,1454,25,390,47,21,12,2,11,19,111,2068
2016,1149,Estimated,Estimated using previous year's AADF on this link,3,72,19383,199,3115,332,108,65,39,115,229,888,23657
2016,1150,Estimated,Estimated using previous year's AADF on this link,112,46,6614,652,1368,335,64,44,11,15,32,501,9181
2016,1151,Estimated,Estimated using previous year's AADF on this link,27,130,18603,115,3798,516,36,58,47,78,85,820,23467
2016,1152,Estimated,Estimated using previous year's AADF on this link,9,9,4211,42,615,126,27,45,10,25,26,259,5137
2016,1153,Estimated,Estimated using previous year's AADF on this link,9,31,9917,87,2281,420,171,75,33,193,227,1120,13435
2016,1154,Estimated,Estimated using previous year's AADF on this link,25,154,21109,278,2800,272,72,44,20,32,251,691,25033
2016,1157,Estimated,Estimated using previous year's AADF on this link,4,32,3640,17,828,132,35,109,8,5,20,308,4824
2016,1159,Estimated,Estimated using previous year's AADF on this link,5,19,3302,56,859,81,24,10,3,2,9,131,4367
2016,1160,Estimated,Estimated using previous year's AADF on this link,1,14,1878,3,542,46,19,43,17,16,47,188,2625
2016,1161,Estimated,Estimated using previous year's AADF on this link,3.33,27,1843,17,617,77,23,12,12,5,20,149,2652
2016,1162,Estimated,Estimated using previous year's AADF on this link,16.5,26,17020,44,2614,143,82,232,6,18,501,983,20686
2016,1163,Estimated,Estimated using previous year's AADF on this link,20,29,6839,357,1584,290,18,65,8,8,12,402,9212
2016,1164,Estimated,Estimated using previous year's AADF on this link,4,10,1388,41,420,59,8,4,11,6.12,7,89,1948
2016,1166,Estimated,Estimated using previous year's AADF on this link,20,94,17499,317,2841,327,39,17,2,8,26,419,21171
2016,1167,Estimated,Estimated using previous year's AADF on this link,44,43,3078,127,486,93,36,4,8,12,42,194,3928
2016,1168,Estimated,Estimated using previous year's AADF on this link,10,18,861,21,226,40,5,1,66,2,7,121,1247
2016,1169,Estimated,Estimated using previous year's AADF on this link,5,9,1231,37,253,29,1,30,24,20,92,197,1728
2016,1170,Estimated,Estimated using previous year's AADF on this link,11,44,13059,66,1408,63,14,8,5,3,2,96,14673
2016,1171,Estimated,Estimated using previous year's AADF on this link,1.73,7,2092,53,677,108,26,49,20,41,97,341,3172
2016,1172,Estimated,Estimated using previous year's AADF on this link,6,33,2657,30,570,73,29,5,4,18,27,156,3446
2016,1173,Estimated,Estimated using previous year's AADF on this link,2,13,1363,21,308,26,24,7,4.14,7,52,116,1821
2016,1174,Estimated,Estimated using previous year's AADF on this link,3,64,701,4,105,4,6,1,1,3.63,7,20,893
2016,1175,Estimated,Estimated using previous year's AADF on this link,2.31,5,80,9.75,25,8,3,0.82,3,1.06,4,18,129
2016,1176,Estimated,Estimated using previous year's AADF on this link,3,73,7283,107,1134,118,25,9,3,7,10,172,8769
2016,1177,Estimated,Estimated using previous year's AADF on this link,1,11,3330,82,557,90,58,27,9.79,7,7,190,4168
2016,1178,Estimated,Estimated using previous year's AADF on this link,31,187,25500,281,4621,738,91,54,78,263,286,1510,32100
2016,1180,Estimated,Estimated using previous year's AADF on this link,4.98,7,630,16,192,42,11,3,3,1,13,72,917
2016,1181,Estimated,Estimated using previous year's AADF on this link,1,12,1125,9,427,49,33,15,6,20,19,142,1715
2016,1182,Estimated,Estimated using previous year's AADF on this link,1,8,1580,71,581,51,34,1,11,1,7.14,99,2339
2016,1184,Estimated,Estimated using previous year's AADF on this link,8.17,26,707,48,188,30,7,3.05,4,3,6,49,1019
2016,1185,Estimated,Estimated using previous year's AADF on this link,7,7,696,36,207,14,4,3.47,2,2,3.07,22,968
2016,1187,Estimated,Estimated using previous year's AADF on this link,2,1,325,15,74,21,3.76,1.96,1.25,1.66,2.94,21,435
2016,1188,Estimated,Estimated using previous year's AADF on this link,5,6,2300,40,458,145,16,30,13.07,17,29,236,3039
2016,1189,Estimated,Estimated using previous year's AADF on this link,4,19,2639,99,796,91,25,3,2,16,26,163,3716
2016,1190,Estimated,Estimated using previous year's AADF on this link,6,24,2236,91,562,60,32,12,1,7.18,3,108,3021
2016,1191,Estimated,Estimated using previous year's AADF on this link,5.39,11,821,24,186,57,17,9.22,5.08,2,3,79,1120
2016,1192,Estimated,Estimated using previous year's AADF on this link,2,19,1452,69,282,53,5,3,1,2.42,3,65,1887
2016,1194,Estimated,Estimated using previous year's AADF on this link,10,31,1891,67,381,69,28,6,3,3,3,111,2481
2016,1197,Estimated,Estimated using previous year's AADF on this link,6,15,1499,42,292,27,4,3.21,2,1,3,37,1884
2016,1198,Estimated,Estimated using previous year's AADF on this link,1,10,964,3,256,25,9,9,2,10,6,62,1296
2016,1199,Estimated,Estimated using previous year's AADF on this link,8,9,2067,7,473,11,5,5,3,2,4.32,25,2581
2016,1200,Estimated,Estimated using previous year's AADF on this link,6,20,4282,15,847,103,20,62,4,15,50,254,5417
2016,1201,Estimated,Estimated using previous year's AADF on this link,5,11,1800,59,651,97,30,12,3,11,24,177,2697
2016,1202,Estimated,Estimated using previous year's AADF on this link,23,47,5362,53,1370,211,41,26,4,6,13,301,7132
2016,1203,Estimated,Estimated using previous year's AADF on this link,1,6,619,5,170,54,20,9,1,8,9,101,902
2016,1204,Estimated,Estimated using previous year's AADF on this link,2,5,2167,35,467,90,4,4,23,15,27,164,2839
2016,1206,Estimated,Estimated using previous year's AADF on this link,16,8,11522,1296,1824,213,94,28,6,10,6,356,15006
2016,1209,Estimated,Estimated using previous year's AADF on this link,26,13,4622,72,728,58,29,2,2,3,10,104,5539
2016,1210,Estimated,Estimated using previous year's AADF on this link,6,18,1369,1,371,55,14,29,6,23,50,177,1936
2016,1213,Estimated,Estimated using previous year's AADF on this link,7,15,16876,414,2887,485,142,169,16,116,169,1096,21288
2016,3000,Counted,Manual count,203,147,27832,334,4374,450,118,233,56,267,296,1420,34107
2016,6000,Counted,Manual count,71.27,704,36549,484,8372,1996,151,333,160,185,759,3584,49694
2016,6001,Estimated,Estimated using previous year's AADF on this link,91.44,980,53410,571,11783,2532,223,476,121,404,849,4605,71349
2016,6004,Counted,Manual count,18.65,227,65432,472,14760,2521,424,676,765,5147,8873,18405,99296
2016,6005,Counted,Manual count,22.59,234,72429,171,15929,2482,518,455,589,3465,6337,13845,102608
2016,6006,Counted,Manual count,10.6,170,92354,310,19764,3108,792,494,817,3292,8077,16580,129179
2016,6007,Counted,Manual count,56.58,273,87275,239,19712,3022,638,823,504,1909,5600,12496,119994
2016,6009,Counted,Manual count,26.61,227,60711,192,10715,1281,233,415,261,1097,740,4028,75872
2016,6010,Counted,Manual count,12.66,580,73833,195,15703,1806,299,632,338,3608,2175,8857,99167
2016,6012,Estimated,Estimated using previous year's AADF on this link,17.12,277,70645,268,12322,2019,283,266,465,1531,1750,6315,89827
2016,6013,Counted,Manual count,158.11,1392,121605,827,17385,3741,305,901,249,1227,514,6937,148147
2016,6015,Estimated,Estimated using previous year's AADF on this link,33.71,314,76890,537,12150,1787,306,340,501,2467,2238,7639,97530
2016,6016,Estimated,Estimated using previous year's AADF on this link,19.73,348,61062,320,8942,1335,313,280,480,2416,2126,6950,77621
2016,6017,Counted,Manual count,18.99,133,60998,120,12690,1812,424,259,245,1009,4209,7958,81898
2016,6018,Estimated,Estimated using previous year's AADF on this link,16.52,78,56502,123,12430,1954,387,296,334,2663,3566,9200,78333
2016,6019,Estimated,Estimated using previous year's AADF on this link,13.73,297,74310,305,10803,2216,397,190,622,3171,3829,10425,96139
2016,6022,Estimated,Estimated using previous year's AADF on this link,19.21,311,56918,141,10396,1768,385,404,475,2296,2275,7604,75371
2016,6023,Estimated,Estimated using previous year's AADF on this link,8.03,195,45058,206,8623,1469,482,312,331,1507,2082,6182,60264
2016,6024,Counted,Manual count,9.54,166,51834,167,13236,2334,546,321,454,2639,6835,13129,78531
2016,6027,Counted,Manual count,10.55,149,80022,253,14982,4162,596,447,849,4948,9818,20819,116225
2016,6028,Counted,Manual count,9.58,453,124231,272,22289,5696,639,771,848,5133,10847,23934,171180
2016,6029,Estimated,Estimated using previous year's AADF on this link,18.05,89,19135,46,4735,573,163,101,71,134,1030,2073,26078
2016,6030,Estimated,Estimated using previous year's AADF on this link,40.55,294,60418,201,14901,1817,373,609,329,1770,4232,9129,84942
2016,6031,Counted,Manual count,10.69,236,45069,174,10170,1210,317,604,279,1170,4132,7712,63361
2016,6033,Estimated,Estimated using previous year's AADF on this link,3.37,111,31233,117,8253,924,445,208,257,1030,6167,9031,48746
2016,6035,Estimated,Estimated using previous year's AADF on this link,6.42,136,41159,88,9942,1952,351,339,357,1725,6706,11429,62754
2016,6036,Counted,Manual count,19.42,675,93600,379,22965,2094,546,752,833,6614,2674,13513,131133
2016,6037,Counted,Manual count,20.8,321,59362,275,13367,1151,321,649,231,660,1110,4123,77448
2016,6039,Estimated,Estimated from nearby links,97.28,386,96121,399,18793,3197,597,653,507,2533,5287,12774,128474
2016,6040,Counted,Manual count,87.57,724,95770,335,17790,2148,332,722,394,1734,1350,6680,121299
2016,6042,Counted,Manual count,38,412,79881,570,13630,1591,438,338,277,1928,2716,7288,101780
2016,6043,Estimated,Estimated using previous year's AADF on this link,27.25,17,7159,166,1727,234,35,50,49,257,206,831,9900
2016,6045,Estimated,Estimated using previous year's AADF on this link,36.44,266,48745,143,9731,1513,204,316,32,303,1434,3801,62686
2016,6046,Counted,Manual count,92.52,278,76032,487,13844,1402,447,356,281,1026,1882,5394,96035
2016,6047,Counted,Manual count,87.7,332,122292,480,14485,3051,402,454,315,1796,2807,8826,146415
2016,6048,Estimated,Estimated using previous year's AADF on this link,26.79,146,70097,185,8722,1188,271,252,145,352,2154,4362,83512
2016,6051,Counted,Manual count,64.1,221,85107,229,16417,3462,404,638,647,2810,5613,13574,115547
2016,6053,Counted,Manual count,11.26,328,113910,305,24188,5593,590,882,935,3743,8378,20121,158853
2016,6054,Counted,Dependent on a neighbouring counted link,11.17,161,70285,184,16678,2803,642,334,985,5409,6592,16765,104073
2016,6055,Counted,Manual count,7.78,245,85515,143,18772,3412,747,837,985,6351,7577,19909,124584
2016,6057,Estimated,Estimated using previous year's AADF on this link,9.39,41,11619,58,2558,463,151,88,120,534,583,1940,16217
2016,6058,Counted,Manual count,84.58,303,112292,154,14187,3078,332,935,127,1775,2715,8962,135897
2016,6059,Counted,Manual count,34.98,319,94330,144,17136,1964,550,555,176,770,2619,6634,118562
2016,6061,Counted,Manual count,38.09,381,94706,138,18311,2094,478,685,294,766,2180,6496,120032
2016,6063,Estimated,Estimated using previous year's AADF on this link,36.27,146,35050,120,9817,724,203,146,159,471,544,2247,47380
2016,6065,Estimated,Estimated using previous year's AADF on this link,16.4,124,37076,212,4642,1125,237,287,254,1351,2096,5350,47405
2016,6066,Counted,Manual count,11.85,183,56965,167,13173,2073,439,414,573,2856,8430,14785,85272
2016,6067,Estimated,Estimated using previous year's AADF on this link,22.53,448,61037,73,12627,1470,224,365,134,583,1584,4360,78544
2016,6069,Estimated,Estimated using previous year's AADF on this link,101.35,751,41524,353,9477,2765,394,534,71,149,696,4607,56712
2016,6071,Counted,Manual count,96,1672,70392,486,15920,2699,382,1184,207,506,637,5616,94086
2016,6072,Estimated,Estimated using previous year's AADF on this link,27.93,139,16455,34,4833,569,194,319,45,367,250,1746,23207
2016,6073,Estimated,Estimated using previous year's AADF on this link,20.61,102,25535,82,6367,812,150,115,45,228,514,1865,33952
2016,6075,Estimated,Estimated using previous year's AADF on this link,2782,1967,21439,1671,3616,809,75,126,8,38,107,1163,29856
2016,6076,Estimated,Estimated using previous year's AADF on this link,159,2308,89756,429,17982,4493,286,567,121,584,665,6715,117190
2016,6077,Estimated,Estimated using previous year's AADF on this link,46,810,45921,418,9922,1760,148,570,121,228,406,3233,60304
2016,6078,Estimated,Estimated using previous year's AADF on this link,12,150,16394,132,2797,394,62,229,212,448,911,2255,21728
2016,6079,Estimated,Estimated using previous year's AADF on this link,5,205,24202,146,6677,738,198,173,181,657,751,2699,33929
2016,6081,Estimated,Estimated using previous year's AADF on this link,24.99,208,35353,162,6585,792,181,281,245,1773,2233,5506,47814
2016,6082,Estimated,Estimated using previous year's AADF on this link,18.26,108,25851,90,6106,1351,212,103,222,1569,3828,7284,39439
2016,6085,Estimated,Estimated using previous year's AADF on this link,20.62,143,31200,123,6906,1695,231,167,267,1972,4613,8946,47318
2016,6088,Estimated,Estimated using previous year's AADF on this link,12.63,161,52123,223,11342,2097,426,330,518,5014,7072,15458,79308
2016,6089,Estimated,Estimated using previous year's AADF on this link,29.7,196,34522,334,6435,1167,254,340,322,2356,2585,7024,48511
2016,6091,Estimated,Estimated using previous year's AADF on this link,21.95,84,17194,85,2970,392,84,122,60,242,766,1667,22000
2016,6094,Estimated,Estimated using previous year's AADF on this link,1588,1061,6903,435,2026,232,35,33,7,8,11,325,10750
2016,6095,Estimated,Estimated using previous year's AADF on this link,1737,1758,21039,1479,3990,815,118,353,31,94,333,1744,30009
2016,6096,Counted,Manual count,130,1038,23710,935,5928,692,193,729,122,236,204,2177,33788
2016,6097,Counted,Manual count,1,1543,82364,535,18798,1714,258,829,225,603,672,4302,107541
2016,6099,Estimated,Estimated using previous year's AADF on this link,270,393,27683,412,5029,276,85,29,3,12,28,433,33949
2016,6102,Estimated,Estimated using previous year's AADF on this link,62,219,22864,504,3603,277,23,44,37,79,87,546,27736
2016,6103,Estimated,Estimated using previous year's AADF on this link,120,99,14437,521,2948,96,17,7,8,2,1,131,18137
2016,6105,Estimated,Estimated using previous year's AADF on this link,4,146,13356,157,2591,365,55,109,79,1004,338,1950,18201
2016,6107,Estimated,Estimated using previous year's AADF on this link,4001,1764,7445,1452,2652,404,25,18,10.84,3,5,454,13766
2016,6108,Estimated,Estimated using previous year's AADF on this link,6435,2811,13722,1236,4478,564,71,70,5,25,61,797,23044
